WMO;Float S/N;PTT;Float;Last Tx;Last cycle;Battery;Launch Date;Cruise;Last Cycle Pmax;Surface float;Hydraulic;Last Cycle Grounded;Platform Maker;Firmware Version;Pr Version;Project Name;Float Owner;Pi Name;Deploy Platform;PR Experiment ID;N_LEVEL;Alert Status;Alert Error Flags;Alert Info Flags;Alert Warning Flags
5905061;0589;0589;NAVIS_A;;397;ok;2017-44-27 07:44:00;;;;-;0;SBE;ARGO 102115;;;JAMSTEC;JAMSTEC;Hakuhomaru;;;0;[];[];[]
4902986;8607;8607;APEX;;99;ok;2019-20-11 01:20:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;NYK_VEGA;;;0;[];[];[]
1901741;924;924;NAVIS_A;;118;ok;2019-50-22 07:50:00;;;;-;0;SBE;170425;;Argo Australia;IMOS;Peter Oke;Marion Dufresne;Argo Australia;;0;[];[];[]
5905041;637;637;NAVIS_EBR;;212;ok;2016-03-04 12:03:00;;;;-;0;SBE;102115;;Argo Australia;IMOS;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
3901534;7592;154213;APEX;;184;ok;2017-33-08 11:33:00;;;;-;0;TWR;Apf9tSbe41.7.2.5;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
7900892;8831;8831;APEX;;82;ok;2020-17-19 05:17:00;;;;-;0;TWR;12/04/18 17:42:38 2.12.2.1 STD F;;Argo Australia;IMOS;Peter Oke;Mirai;Argo Australia;;0;[];[];[]
5905225;8418;8418;APEX;;130;ok;2018-56-17 06:56:00;;;;-;0;TWR;2.10.4;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
5904892;7091;9570;APEX;;279;ok;2014-08-24 09:08:00;;;;-;0;WRC;60810;;Argo Australia;CSIRO;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
2903612;8536;8536;APEX;;98;ok;2019-16-17 11:16:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
1902334;0587;0587;NAVIS_A;;85;ok;2019-31-24 11:31:00;;;;-;0;SBE;ARGO 102115;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
1901761;1214;1214;NAVIS_EBR;;39;ok;2021-00-29 02:00:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;L'Astrolabe;Argo Australia;;0;[];[];[]
5905039;7375;9692;APEX;;216;ok;2016-53-01 12:53:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;CSIRO;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
2902774;P32800-19CH025;19025;PROVOR;;85;ok;2019-40-22 08:40:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
2903350;8089;00075;APEX;;142;ok;2018-25-12 01:25:00;;;;-;0;TWR;2.4.11;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
5905026;7383;9653;APEX;;230;ok;2016-37-09 09:37:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;CSIRO;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
5905027;7384;9712;APEX;;230;ok;2016-42-10 03:42:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;CSIRO;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
6901921;7243;146035;APEX;;277;ok;2016-55-21 11:55:00;;;;-;0;TWR;110613;;Argo Ireland;Oceanographic Services, Ireland;Diarmuid O'Conchubhair;RV CELTIC EXPLORER;Argo Ireland;;0;[];[];[]
5905201;7601;2334;APEX;;179;ok;2017-46-28 04:46:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;IMOS;Susan Wijffels;HMAS Newcastle;Argo Australia;;0;[];[];[]
5905025;7372;9694;APEX;;233;ok;2016-57-16 07:57:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;CSIRO;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
5905178;635;635;NAVIS_EBR;;199;ok;2016-24-07 06:24:00;;;;-;0;SBE;102115;;Argo Australia;CSIRO;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
5905012;7039;9690;APEX;;235;ok;2016-57-01 02:57:00;;;;-;0;WRC;060810;;Argo Australia;IMOS;Susan Wijffels;Mirai;Argo Australia;;0;[];[];[]
5905188;7795;2583;APEX;;199;ok;2016-41-13 08:41:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;BOM;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
5906386;8898;8898;APEX;;315;ok;2020-19-04 10:19:00;;;;-;0;TWR;2.13.1;;;JAMSTEC;JAMSTEC Satoru Yokoi;Mirai;;;0;[];[];[]
2903622;AK1000-19JP005;182243;ARVOR;;146;ok;2020-40-09 03:40:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
6901176;0590;142535;APEX;;251;ok;2015-00-07 12:00:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
2903610;8537;8537;APEX;;98;ok;2019-28-16 09:28:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
4903218;7501;n/a;S2A;;118;ok;2019-12-10 05:12:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V RONALD BROWN;Argo WHOI;;0;[];[];[]
5905223;30;00094;APEX_D;;156;ok;2018-46-25 05:46:00;;;;-;0;TWR;2.8.5;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
2902812;P32800-20CH009;20009;PROVOR;;66;ok;2021-10-09 04:10:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
2903674;AK1000-20JP002;203595;ARVOR;;90;ok;2021-34-17 01:34:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Ryofumaru;Routine-JMA;;0;[];[];[]
1901932;8587;65883;APEX;;34;ok;2021-36-10 08:36:00;;;;-;0;TWR;2.11.3;;Argo UK;UK Met Office;Jon Turton;AGULHAS II;Argo UK;;0;[];[];[]
4903049;7514;n/a;S2A;;129;ok;2018-40-19 09:40:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV NEIL ARMSTRONG;Argo WHOI;;0;[];[];[]
2901905;7595;154216;APEX;;163;ok;2017-30-01 01:30:00;;;;-;0;TWR;112015;;Argo UK;UK Met Office;Jon Turton;AGULHAS II;Argo UK;;0;[];[];[]
1901871;5605;58849;APEX;;205;ok;2016-50-05 04:50:00;;;;-;0;TWR;060408;;Argo UK;UK Met Office;Jon Turton;n/a;Argo UK;;0;[];[];[]
6901173;7014;134536;APEX;;284;ok;2014-08-10 11:08:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
6901178;7209;142537;APEX;;249;ok;2015-55-24 10:55:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;PELAGIA;Argo UK;;0;[];[];[]
5905443;1068;1068;NAVIS_EBR;;87;ok;2019-39-04 09:39:00;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;Kaharoa;Argo Australia;;0;[];[];[]
1901755;1079;1079;NAVIS_EBR;;82;ok;2020-48-22 05:48:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;Sonne;Argo Australia;;0;[];[];[]
5905875;47;00047;APEX_D;;123;ok;2019-31-16 08:31:00;;;;-;0;TWR;2.12.2.4;;;JAMSTEC;JAMSTEC;INVESTIGATOR;;;0;[];[];[]
1901870;7344;146892;APEX;;186;ok;2017-08-18 03:08:00;;;;-;0;TWR;110813;;Argo UK;UK Met Office;Jon Turton;HMS ENTERPRISE;Argo UK;;0;[];[];[]
1901760;1209;1209;NAVIS_EBR;;39;ok;2021-38-28 02:38:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;L'Astrolabe;Argo Australia;;0;[];[];[]
7900919;8839;8839;APEX;;40;ok;2021-32-10 06:32:00;;;;-;0;TWR;12/04/18 17:42:38 2.12.2.1 STD F;;Argo Australia;CSIRO;Peter Oke;Investigator;Argo Australia;;0;[];[];[]
6901171;7012;134534;APEX;;284;ok;2014-52-06 11:52:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
5905208;811;811;NAVIS_EBR;;183;ok;2017-07-06 06:07:00;;;;-;0;SBE;ARGO 170210;;Argo Australia;IMOS;Peter Oke;E.R. France;Argo Australia;;0;[];[];[]
5905451;1090;1090;NAVIS_EBR;;81;ok;2020-39-25 01:39:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;Mirai;Argo Australia;;0;[];[];[]
5905449;1099;1099;NAVIS_EBR;;82;ok;2020-36-15 06:36:00;;;;-;0;SBE;170425_1604;;Argo Australia;IMOS;Peter Oke;RV Investigator;Argo Australia;;0;[];[];[]
1901848;7007;134527;APEX;;288;ok;2014-15-01 09:15:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;FRS ALGOA;Argo UK;;0;[];[];[]
7900646;8834;8834;APEX;;83;ok;2019-40-26 01:40:13;;;;-;0;TWR;12/14/17 15:09:24 2.10.4 STD Fin;;Argo Australia;BOM;Peter Oke;Shirase;Argo Australia;;0;[];[];[]
4902987;8602;8602;APEX;;95;ok;2019-30-13 02:30:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Aomorimaru;;;0;[];[];[]
2903640;AK1000-19JP020;182258;ARVOR;;111;ok;2020-17-03 02:17:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Ryofumaru;Routine-JMA;;0;[];[];[]
5905481;1082;1082;NAVIS_EBR;;58;ok;2020-27-11 10:27:00;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;RV Investigator;Argo Australia;;0;[];[];[]
1901916;8591;65893;APEX;;92;ok;2019-18-07 04:18:00;;;;-;0;TWR;2.11.3;;Argo UK;UK Met Office;Jon Turton;RV ALGOA;Argo UK;;0;[];[];[]
5905286;0788;n/a;NAVIS_A;;166;ok;2017-20-09 10:20:00;;;;-;0;SBE;170210;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V BlueFin;Argo PMEL;;0;[];[];[]
1901917;8592;65895;APEX;;93;ok;2019-53-06 09:53:00;;;;-;0;TWR;2.11.3;;Argo UK;UK Met Office;Jon Turton;RV ALGOA;Argo UK;;0;[];[];[]
3901548;7001;134524;APEX;;128;ok;2018-59-14 08:59:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
2903619;AK1000-19JP002;182240;ARVOR;;160;ok;2020-45-02 04:45:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
2902808;P32800-20CH005;20005;PROVOR;;66;ok;2021-00-07 08:00:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
5905187;7794;2578;APEX;;200;ok;2016-43-12 11:43:00;;;;-;0;TWR;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;BOM;Susan Wijffels;Aurora;Argo Australia;;0;[];[];[]
4902102;7299;n/a;S2A;;3252;ok;2015-28-02 03:28:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V HUDSON;US ARGO PROJECT;;0;[];[];[]
5905437;1069;1069;NAVIS_EBR;;96;ok;2019-47-09 01:47:33;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;RV Investigator;Argo Australia;;0;[];[];[]
2903635;AK1000-19JP015;182253;ARVOR;;122;ok;2020-48-10 03:48:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
6903096;P53337-20FR001;sbuuse001b;PROVOR_V;;109;ok;2021-05-04 10:05:00;SO283;;;1;1;NKE;1.08.004;7.12;;LOV;Lars Stemmann;SONNE;Coriolis-BIOArgo;;1;[];[];[FLAG_SUPRAHydraulicAlert_LOGICAL]
6903796;AI2600-20EU022;035662;ARVOR;;42;ok;2021-25-24 02:25:00;SANAE, South Africa-Weddel Sea;;;-;0;NKE;5900A05;5.47;;OGS;Pierre-Marie Poulain;AGULHAS II;Argo Italy;;0;[];[];[]
3902400;8577;65819;APEX;;88;ok;2019-39-16 05:39:00;;;;-;0;TWR;2.11.3;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
7900643;8838;8838;APEX;;85;ok;2019-31-26 12:31:00;;;;-;0;TWR;12/14/17 15:09:24 2.10.4 STD Fin;;Argo Australia;CSIRO;Peter Oke;Shirase;Argo Australia;;0;[];[];[]
6901880;AI2600-16IT007;473633;ARVOR;;115;ok;2019-27-10 08:27:00;Southern Ocean;;;-;2;NKE;5900A04;5.45;;OGS;Pierre-Marie Poulain;ARAON;ARGO Italy;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
1902435;7767;n/a;S2A;;13;ok;2022-57-11 07:57:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WHOI: WIJFFELS, JAYNE, ROBBINS;WHOI: WIJFFELS, JAYNE, ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
5905191;763;763;NAVIS_EBR;;195;ok;2016-00-17 02:00:00;;;;-;0;SBE;102115;;Argo Australia;IMOS;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
5906636;P43208-20AU002;tasbio004;PROVOR_III;;48;ok;2021-41-11 09:41:50;;;;-;0;NKE;3.02;;Argo Australia;IMOS;Tom Trull;Investigator;Argo Australia;;0;[];[];[]
1902337;8609;8609;APEX;;84;ok;2020-58-05 07:58:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
7900895;1058;1058;NAVIS_EBR;;81;ok;2020-16-27 04:16:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;Aurora Australis;Argo Australia;;0;[];[];[]
6903752;9136;9136i;APEX;;49;ok;2020-05-21 04:05:00;;;;-;0;TWR;2.15.0;;Argo UK;NOC;Brian King;RRS DISCOVERY;Argo UK;;0;[];[];[]
1901752;8826;8826;APEX;;83;ok;2020-17-16 02:17:00;;;;-;0;TWR;12/04/18 17:42:38 2.12.2.1 STD F;;Argo Australia;CSIRO;Peter Oke;Mirai;Argo Australia;;0;[];[];[]
1901754;1061;1061;NAVIS_EBR;;82;ok;2020-48-22 01:48:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;Sonne;Argo Australia;;0;[];[];[]
1901756;1054;1054;NAVIS_EBR;;82;ok;2020-18-23 06:18:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;Sonne;Argo Australia;;0;[];[];[]
7900905;8853;n/a;APEX;;114;ok;2020-58-26 07:58:00;;;;-;0;TWR;2.12.2.1 STD Final;;Argo Australia;ACE-CRC;Steve Rintoul;Shirase;Argo Australia;;0;[];[];[]
2903390;43;00043;APEX_D;;107;ok;2019-30-13 03:30:00;;;;-;0;TWR;2.12.3;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
2903613;9008;9008;APEX;;119;ok;2021-56-04 09:56:00;;;;-;0;TWR;2.14.1;;;JAMSTEC;JAMSTEC;Keifumaru;;;0;[];[];[]
5905456;1081;1081;NAVIS_EBR;;81;ok;2020-27-27 07:27:00;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;Kaharoa;Argo Australia;;0;[];[];[]
3902394;8615;8615;APEX;;86;ok;2019-30-12 06:30:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Hakuhomaru;;;0;[];[];[]
5904927;7368;9693;APEX;;245;ok;2015-35-18 07:35:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;IMOS;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
2903608;51;00051;APEX_D;;130;ok;2019-55-21 05:55:01;;;;-;0;TWR;2.12.2.4;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
2902302;18024;179059;ARVOR;;76;ok;2020-21-04 11:21:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;s.a. agulhas;Argo INDIA;;0;[];[];[]
2902303;18025;179060;ARVOR;;76;ok;2020-23-04 07:23:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;s.a. agulhas;Argo INDIA;;0;[];[];[]
2902288;18016;179051;ARVOR;;97;ok;2019-37-08 12:37:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;orv sagar nidhi;Argo INDIA;;0;[];[];[]
1901750;8849;n/a;APEX;;83;ok;2020-01-14 02:01:00;;;;-;0;TWR;2.12.2.1 STD Final;;Argo Australia;IMOS;Peter Oke;Mirai;Argo Australia;;0;[];[];[]
2902811;P32800-20CH008;20008;PROVOR;;66;ok;2021-44-11 08:44:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
5904649;7352;n/a;APEX;;240;ok;2015-48-20 02:48:00;;;;-;0;TWR;030715;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
7900912;8858;n/a;APEX;;43;ok;2021-18-21 02:18:00;;;;-;0;TWR;2.14.6 STD SBD Final;;Argo Australia;CSIRO;Peter Oke;Everest;Argo Australia;;0;[];[];[]
5905195;794;794;NAVIS_EBR;;184;ok;2017-37-12 01:37:00;;;;-;0;SBE;170210_1406;;Argo Australia;CSIRO;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
2903645;AK1000-19JP025;182263;ARVOR;;97;ok;2020-59-11 06:59:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
2903657;9020;9020;APEX;;83;ok;2021-05-16 05:05:00;;;;-;0;TWR;2.14.1;;;JAMSTEC;JAMSTEC;Keifumaru;;;0;[];[];[]
5905867;8799;8799;APEX;;42;ok;2021-29-25 05:29:00;;;;-;0;TWR;2.12.2.1;;;JAMSTEC;JAMSTEC;Keifumaru;;;0;[];[];[]
6902893;AD2700-18FR006;589679;ARVOR_D;;10;ok;2022-45-07 05:45:00;SO-CHIC;;;-;0;NKE;5608A15;5.67;;IFREMER;Jean-Baptiste SALLEE;AGULHAS II;SO-CHIC;;0;[];[];[]
3901294;0737;n/a;NAVIS_A;;193;ok;2017-56-10 11:56:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA Ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
5904610;7355;n/a;APEX;;237;ok;2015-33-31 01:33:00;;;;-;0;TWR;030715;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5905871;9309;9309;APEX;;14;ok;2021-16-01 01:16:00;;;;-;0;TWR;2.15.3;;;JAMSTEC;JAMSTEC;Shirase;;;0;[];[];[]
6903754;9187;9187i;APEX;;49;ok;2020-23-23 01:23:00;;;;-;0;TWR;2.15.0;;Argo UK;NOC;Brian King;RRS DISCOVERY;Argo UK;;0;[];[];[]
6903719;0012;0048i;APEX_D;;86;ok;2020-02-02 02:02:00;;;;-;0;TWR;2.12.2.4;;Argo UK;NOC;Brian King;RRS JAMES COOK;Argo UK;;0;[];[];[]
6901196;6604;9045i;APEX;;190;ok;2017-08-16 04:08:00;;;;-;0;TWR;012811;;Argo UK;UK Met Office;Jon Turton;RRS JAMES COOK;Argo UK;;0;[];[];[]
5905126;7400;n/a;APEX;;168;ok;2017-16-22 09:16:00;;;;-;0;TWR;070115;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Nathaniel B Palmer;US ARGO PROJECT;;0;[];[];[]
1901921;8572;8572i;APEX;;84;ok;2020-00-19 02:00:00;;;;-;0;TWR;2.12.3;;Argo UK;British Antarctic Survey;Mike Meredith and Chris Bull;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
3901564;8978;8978i;APEX;;47;ok;2021-54-04 04:54:00;;;;-;0;TWR;2.13.1.1;;Argo UK;UK Met Office;Jon Turton;RRS JAMES COOK;Argo UK;;0;[];[];[]
5906244;8823;n/a;APEX;;74;ok;2020-11-26 03:11:00;;;;-;0;TWR;081119;;UW, SOCCOM, Argo equivalent;STEPHEN RISER/KEN JOHNSON;STEPHEN RISER/KEN JOHNSON;R/V Brown;UW, SOCCOM, Argo equivalent;;0;[];[];[]
5906290;8868;n/a;APEX;;60;ok;2020-34-02 03:34:00;;;;-;0;TWR;020920;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
1901938;9205;9205i;APEX;;6;ok;2022-50-14 04:50:00;;;;-;0;TWR;2.15.0;;Argo UK;UK Met Office;Jon Turton;SA AGULHAS II;Argo UK;;0;[];[];[]
2903391;44;00044;APEX_D;;106;ok;2019-23-16 03:23:00;;;;-;0;TWR;2.12.3;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
6903572;AD2700-19EU001;828945;ARVOR_D;;60;ok;2020-43-26 06:43:00;2020616;;;-;0;NKE;5608A14;5.67;;Institute of Marine Research (Norway);Kjell Arne Mork;KRISTINE BONNEVIE;NorArgo2;;0;[];[FLAG_FalseGrounding_LOGICAL];[]
4902566;260021CA07;021239;ARVOR;;4;ok;2022-23-09 11:23:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;CCGS John P. Tully;Argo Canada;;0;[];[];[]
2902821;P32800-20CH030;20030;PROVOR;;64;ok;2021-05-25 04:05:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
2902820;P32800-20CH029;20029;PROVOR;;64;ok;2021-40-26 08:40:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
6901191;7626;7626i;APEX;;220;ok;2016-00-13 12:00:00;;;;-;0;TWR;not defined by m;;Argo UK;NOC;Brian King;RRS DISCOVERY;Argo UK;;0;[];[];[]
1902201;0860;n/a;NAVIS_A;;139;ok;2018-33-03 07:33:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Ron Brown;Argo PMEL;;0;[];[];[]
6903753;9137;9137i;APEX;;50;ok;2020-51-18 06:51:00;;;;-;0;TWR;2.15.0;;Argo UK;NOC;Brian King;RRS DISCOVERY;Argo UK;;0;[];[];[]
4902379;7852;12699;APEX;;175;ok;2017-13-29 09:13:00;;;;-;0;TWR;051216;;;JAMSTEC;JAMSTEC;NYK_DIANA;;;0;[];[];[]
1901758;8847;n/a;APEX;;81;ok;2020-40-24 01:40:00;;;;-;0;TWR;2.12.2.1 STD Final;;Argo Australia;CSIRO;Peter Oke;Sonne;Argo Australia;;0;[];[];[]
4903232;7540;n/a;S2A;;213;ok;2019-24-16 10:24:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Gulf Research Program/UGOS, Argo equivalent;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;RV PELICAN;Gulf Research Program/UGOS, Argo equivalent;;0;[];[];[]
4903275;11149;n/a;ALTO;;437;ok;2020-00-05 11:00:00;;;;-;0;MRV;8.0.2;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;RV ARMSTRONG;Argo WHOI;;0;[];[];[]
6901142;4881;55915;APEX;;347;ok;2012-25-22 04:25:00;;;;-;0;TWR;060408;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
6903557;AD2700-18NO002;657149;ARVOR_D;;106;ok;2019-15-20 03:15:00;2019205;;;1;1;NKE;5608A13;5.66;;Institute of Marine Research (Norway);Kjell Arne Mork;JOHAN HJORT;Norway-BGC-Argo;;1;[];[];[FLAG_SUPRAHydraulicAlert_LOGICAL]
7900638;8446;8446;APEX;;110;ok;2019-50-18 05:50:00;;;;-;0;TWR;12/04/18 17:42:38 2.12.2.1 STD F;;Argo Australia;IMOS;Peter Oke;RV Thomas G. Thompson;Argo Australia;;0;[];[];[]
1902439;7656;n/a;S2A;2022-52-13 06:52:00;10;ok;2022-13-09 06:13:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
1902432;7763;n/a;S2A;2022-42-10 01:42:00;10;ok;2022-32-05 12:32:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;SUSAN WIJFFELS, STEVEN, JAYNE, PELLE ROBBINS;SUSAN WIJFFELS, STEVEN, JAYNE, PELLE ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
1902431;7762;n/a;S2A;2022-33-11 08:33:00;10;ok;2022-14-06 08:14:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
1902436;7768;n/a;S2A;2022-41-12 03:41:00;14;ok;2021-15-30 12:15:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WHOI: WIJFFELS, JAYNE, ROBBINS;WHOI: WIJFFELS, JAYNE, ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
1902443;11031;n/a;ALTO;2022-39-07 03:39:00;12;ok;2021-17-26 01:17:00;;;;-;0;MRV;6.0.1;;Argo WHOI;WHOI: WIJFFELS, JAYNE, ROBBINS;WHOI: WIJFFELS, JAYNE, ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
